Gmt time,Open,High,Low,Close,Volume
02.01.2018 19:00:00.000,1.25066,1.25094,1.25044,1.25080,4283.5298
02.01.2018 20:00:00.000,1.25077,1.25108,1.25050,1.25060,4380.8101
02.01.2018 21:00:00.000,1.25060,1.25132,1.25060,1.25115,4438.0601
02.01.2018 22:00:00.000,1.25106,1.25184,1.25103,1.25143,2041.47
02.01.2018 23:00:00.000,1.25143,1.25162,1.25010,1.25067,3831.73
03.01.2018 00:00:00.000,1.25065,1.25153,1.25000,1.25127,2891
03.01.2018 01:00:00.000,1.25127,1.25200,1.25071,1.25109,3967.9299
03.01.2018 02:00:00.000,1.25111,1.25303,1.25103,1.25269,3418.0601
03.01.2018 03:00:00.000,1.25268,1.25284,1.25207,1.25210,2537.03
03.01.2018 04:00:00.000,1.25210,1.25213,1.25130,1.25155,3612.6299
03.01.2018 05:00:00.000,1.25156,1.25187,1.25103,1.25105,2447.9199
03.01.2018 06:00:00.000,1.25105,1.25232,1.25072,1.25203,3737.27
03.01.2018 07:00:00.000,1.25201,1.25272,1.25149,1.25172,6006.23
03.01.2018 08:00:00.000,1.25172,1.25279,1.25126,1.25158,4744.6201
03.01.2018 09:00:00.000,1.25157,1.25225,1.25077,1.25221,4437.0601
03.01.2018 10:00:00.000,1.25220,1.25271,1.25154,1.25231,6200.0601
03.01.2018 11:00:00.000,1.25233,1.25258,1.25172,1.25218,6362.77
03.01.2018 12:00:00.000,1.25218,1.25265,1.25125,1.25195,6379.6401
03.01.2018 13:00:00.000,1.25192,1.25265,1.25003,1.25238,8179.8198
03.01.2018 14:00:00.000,1.25240,1.25376,1.25200,1.25296,8163.5298
03.01.2018 15:00:00.000,1.25307,1.25382,1.25200,1.25367,9320.2402
03.01.2018 16:00:00.000,1.25372,1.25470,1.25332,1.25345,7086.7002
03.01.2018 17:00:00.000,1.25343,1.25401,1.25282,1.25368,4368.1299
03.01.2018 18:00:00.000,1.25364,1.25422,1.25287,1.25367,4036.1799
03.01.2018 19:00:00.000,1.25360,1.25534,1.25330,1.25368,7674.5
03.01.2018 20:00:00.000,1.25368,1.25428,1.25279,1.25383,4956.71
03.01.2018 21:00:00.000,1.25385,1.25450,1.25350,1.25353,4061.71
03.01.2018 22:00:00.000,1.25347,1.25421,1.25346,1.25415,1563.5601
03.01.2018 23:00:00.000,1.25415,1.25474,1.25375,1.25466,1987.2
04.01.2018 00:00:00.000,1.25466,1.25518,1.25432,1.25475,3156.2
04.01.2018 01:00:00.000,1.25474,1.25549,1.25465,1.25487,3672
04.01.2018 02:00:00.000,1.25487,1.25488,1.25396,1.25396,3493.3999
04.01.2018 03:00:00.000,1.25397,1.25449,1.25365,1.25387,2910.55
04.01.2018 04:00:00.000,1.25385,1.25389,1.25304,1.25327,2602.26
04.01.2018 05:00:00.000,1.25327,1.25361,1.25290,1.25308,2888.6201
04.01.2018 06:00:00.000,1.25307,1.25333,1.25153,1.25248,4876.6201
04.01.2018 07:00:00.000,1.25248,1.25292,1.25180,1.25220,6157.6499
04.01.2018 08:00:00.000,1.25220,1.25250,1.25184,1.25223,5136.8301
04.01.2018 09:00:00.000,1.25227,1.25283,1.25198,1.25254,5243.2598
04.01.2018 10:00:00.000,1.25254,1.25295,1.25158,1.25190,6312.46
04.01.2018 11:00:00.000,1.25190,1.25244,1.25115,1.25167,5619.5898
04.01.2018 12:00:00.000,1.25168,1.25290,1.25128,1.25249,5786.9502
04.01.2018 13:00:00.000,1.25250,1.25420,1.25209,1.25301,9831.6396
04.01.2018 14:00:00.000,1.25300,1.25330,1.25151,1.25165,9023.3701
04.01.2018 15:00:00.000,1.25168,1.25269,1.25083,1.25269,10170.2695
04.01.2018 16:00:00.000,1.25275,1.25320,1.25161,1.25227,9215.1699
04.01.2018 17:00:00.000,1.25227,1.25254,1.25049,1.25078,6401.5
04.01.2018 18:00:00.000,1.25078,1.25156,1.25046,1.25062,5456.2402
04.01.2018 19:00:00.000,1.25063,1.25086,1.24883,1.24960,5695.4399
04.01.2018 20:00:00.000,1.24960,1.24992,1.24887,1.24976,4982.6802
04.01.2018 21:00:00.000,1.24976,1.24980,1.24840,1.24864,4231.8501
04.01.2018 22:00:00.000,1.24864,1.24929,1.24820,1.24908,3024.98
04.01.2018 23:00:00.000,1.24908,1.24910,1.24852,1.24910,2849.6399
05.01.2018 00:00:00.000,1.24909,1.24916,1.24835,1.24879,3047.47
05.01.2018 01:00:00.000,1.24879,1.24949,1.24832,1.24937,3029.1899
05.01.2018 02:00:00.000,1.24936,1.24951,1.24914,1.24916,3114.9399
05.01.2018 03:00:00.000,1.24915,1.24925,1.24836,1.24875,2587.1899
05.01.2018 04:00:00.000,1.24875,1.24889,1.24844,1.24845,2972.6001
05.01.2018 05:00:00.000,1.24844,1.24938,1.24844,1.24922,2884.6399
05.01.2018 06:00:00.000,1.24923,1.25064,1.24898,1.25047,4153.54
05.01.2018 07:00:00.000,1.25047,1.25075,1.24961,1.25074,5663.9199
05.01.2018 08:00:00.000,1.25072,1.25091,1.25007,1.25050,5247.2598
05.01.2018 09:00:00.000,1.25052,1.25133,1.25011,1.25071,6181.0801
05.01.2018 10:00:00.000,1.25076,1.25102,1.24977,1.25084,6552.6899
05.01.2018 11:00:00.000,1.25085,1.25127,1.25032,1.25040,3816.23
05.01.2018 12:00:00.000,1.25040,1.25093,1.24950,1.25076,5560.6802
05.01.2018 13:00:00.000,1.25076,1.25125,1.23667,1.23731,14356.0996
05.01.2018 14:00:00.000,1.23732,1.23923,1.23549,1.23816,12576.1104
05.01.2018 15:00:00.000,1.23816,1.24100,1.23750,1.23947,11779.4199
05.01.2018 16:00:00.000,1.23946,1.24019,1.23849,1.23969,8330.0498
05.01.2018 17:00:00.000,1.23968,1.24091,1.23951,1.24056,5542.2402
05.01.2018 18:00:00.000,1.24059,1.24122,1.24000,1.24057,5224.4502
05.01.2018 19:00:00.000,1.24057,1.24089,1.24011,1.24064,3958.75
05.01.2018 20:00:00.000,1.24063,1.24142,1.24059,1.24118,4030
05.01.2018 21:00:00.000,1.24119,1.24150,1.24075,1.24111,3994.98
05.01.2018 22:00:00.000,1.24111,1.24111,1.24111,1.24111,0
05.01.2018 23:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 00:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 01:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 02:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 03:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 04:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 05:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 06:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 07:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 08:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 09:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 10:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 11:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 12:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 13:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 14:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 15:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 16:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 17:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 18:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 19:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 20:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 21:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 22:00:00.000,1.24111,1.24111,1.24111,1.24111,0
06.01.2018 23:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 00:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 01:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 02:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 03:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 04:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 05:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 06:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 07:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 08:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 09:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 10:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 11:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 12:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 13:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 14:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 15:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 16:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 17:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 18:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 19:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 20:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 21:00:00.000,1.24111,1.24111,1.24111,1.24111,0
07.01.2018 22:00:00.000,1.24116,1.24116,1.24071,1.24075,725.43
07.01.2018 23:00:00.000,1.24076,1.24096,1.23941,1.23941,2462.96
08.01.2018 00:00:00.000,1.23942,1.23982,1.23871,1.23886,2247.54
08.01.2018 01:00:00.000,1.23885,1.23897,1.23780,1.23886,3177
08.01.2018 02:00:00.000,1.23885,1.24021,1.23868,1.23974,3308.3101
08.01.2018 03:00:00.000,1.23974,1.24004,1.23944,1.23955,1516.34
08.01.2018 04:00:00.000,1.23955,1.24024,1.23954,1.24011,2390.4099
08.01.2018 05:00:00.000,1.24011,1.24069,1.23979,1.24043,2618.5901
08.01.2018 06:00:00.000,1.24041,1.24061,1.23982,1.24039,3042.3401
08.01.2018 07:00:00.000,1.24042,1.24191,1.24042,1.24132,4612.5
08.01.2018 08:00:00.000,1.24131,1.24167,1.24047,1.24121,5035.2598
08.01.2018 09:00:00.000,1.24121,1.24174,1.24087,1.24140,4165.4399
08.01.2018 10:00:00.000,1.24140,1.24180,1.24032,1.24039,6423.9502
08.01.2018 11:00:00.000,1.24039,1.24129,1.23873,1.24108,5746.52
08.01.2018 12:00:00.000,1.24110,1.24272,1.24038,1.24233,6328.5498
08.01.2018 13:00:00.000,1.24234,1.24293,1.24125,1.24257,8384.2803
08.01.2018 14:00:00.000,1.24255,1.24381,1.24210,1.24350,7196.4399
08.01.2018 15:00:00.000,1.24350,1.24492,1.24008,1.24208,8055.0601
08.01.2018 16:00:00.000,1.24207,1.24313,1.24083,1.24251,6918.4399
08.01.2018 17:00:00.000,1.24248,1.24298,1.24175,1.24222,4616.4102
08.01.2018 18:00:00.000,1.24220,1.24232,1.24162,1.24183,3916.05
08.01.2018 19:00:00.000,1.24184,1.24221,1.24138,1.24208,3903.46
08.01.2018 20:00:00.000,1.24212,1.24273,1.24209,1.24225,3283.1599
08.01.2018 21:00:00.000,1.24229,1.24256,1.24171,1.24186,2328.3701
08.01.2018 22:00:00.000,1.24185,1.24240,1.24181,1.24196,908.53
08.01.2018 23:00:00.000,1.24196,1.24240,1.24135,1.24148,1915.72
09.01.2018 00:00:00.000,1.24148,1.24188,1.24115,1.24138,2687.7
09.01.2018 01:00:00.000,1.24138,1.24228,1.24097,1.24155,4125.3999
09.01.2018 02:00:00.000,1.24155,1.24159,1.24052,1.24075,5086.98
09.01.2018 03:00:00.000,1.24075,1.24128,1.24046,1.24081,2879.46
09.01.2018 04:00:00.000,1.24084,1.24138,1.24077,1.24126,2430.24
09.01.2018 05:00:00.000,1.24128,1.24131,1.24064,1.24117,2003.37
09.01.2018 06:00:00.000,1.24117,1.24162,1.24079,1.24111,3598.96
09.01.2018 07:00:00.000,1.24111,1.24212,1.23978,1.24173,7153.25
09.01.2018 08:00:00.000,1.24173,1.24426,1.24169,1.24405,6961.3398
09.01.2018 09:00:00.000,1.24405,1.24478,1.24362,1.24389,5734.2002
09.01.2018 10:00:00.000,1.24389,1.24474,1.24345,1.24411,5944.98
09.01.2018 11:00:00.000,1.24411,1.24478,1.24251,1.24269,5466.4502
09.01.2018 12:00:00.000,1.24278,1.24338,1.24220,1.24264,5882.0498
09.01.2018 13:00:00.000,1.24265,1.24410,1.24235,1.24309,6928.4702
09.01.2018 14:00:00.000,1.24309,1.24586,1.24288,1.24569,7993.5298
09.01.2018 15:00:00.000,1.24572,1.24776,1.24517,1.24604,7680.25
09.01.2018 16:00:00.000,1.24603,1.24665,1.24538,1.24577,6429.79
09.01.2018 17:00:00.000,1.24577,1.24689,1.24573,1.24613,5883.8198
09.01.2018 18:00:00.000,1.24613,1.24627,1.24538,1.24546,4282.6802
09.01.2018 19:00:00.000,1.24547,1.24609,1.24506,1.24589,4717.96
09.01.2018 20:00:00.000,1.24589,1.24682,1.24576,1.24653,3971.23
09.01.2018 21:00:00.000,1.24654,1.24670,1.24607,1.24626,2824.3301
09.01.2018 22:00:00.000,1.24626,1.24637,1.24568,1.24608,1390.9399
09.01.2018 23:00:00.000,1.24608,1.24738,1.24602,1.24738,2208.0901
10.01.2018 00:00:00.000,1.24739,1.24739,1.24612,1.24667,3337.49
10.01.2018 01:00:00.000,1.24667,1.24733,1.24556,1.24567,5360.21
10.01.2018 02:00:00.000,1.24569,1.24610,1.24551,1.24559,2641.3401
10.01.2018 03:00:00.000,1.24558,1.24617,1.24549,1.24604,2296.96
10.01.2018 04:00:00.000,1.24605,1.24657,1.24595,1.24616,2338.1599
10.01.2018 05:00:00.000,1.24617,1.24728,1.24611,1.24708,2792.22
10.01.2018 06:00:00.000,1.24707,1.24755,1.24644,1.24700,4197.7202
10.01.2018 07:00:00.000,1.24700,1.24704,1.24570,1.24634,7777.4302
10.01.2018 08:00:00.000,1.24635,1.24640,1.24422,1.24474,7099.3701
10.01.2018 09:00:00.000,1.24473,1.24607,1.24450,1.24539,6312.5
10.01.2018 10:00:00.000,1.24538,1.24675,1.24296,1.24392,9889.9297
10.01.2018 11:00:00.000,1.24392,1.24433,1.24274,1.24414,7849.46
10.01.2018 12:00:00.000,1.24413,1.24514,1.24348,1.24491,8388.3701
10.01.2018 13:00:00.000,1.24490,1.24870,1.24475,1.24843,8981.8604
10.01.2018 14:00:00.000,1.24841,1.24941,1.24735,1.24828,9195.1201
10.01.2018 15:00:00.000,1.24830,1.24838,1.24635,1.24788,10864.5195
10.01.2018 16:00:00.000,1.24798,1.24931,1.24763,1.24864,8697.4297
10.01.2018 17:00:00.000,1.24865,1.24925,1.24801,1.24809,5610.8599
10.01.2018 18:00:00.000,1.24809,1.24891,1.24808,1.24860,5316.48
10.01.2018 19:00:00.000,1.24861,1.25831,1.24830,1.25772,13163.4102
10.01.2018 20:00:00.000,1.25774,1.25793,1.25043,1.25450,9477.0596
10.01.2018 21:00:00.000,1.25448,1.25469,1.25360,1.25451,2976.3301
10.01.2018 22:00:00.000,1.25451,1.25545,1.25407,1.25442,1433.1801
10.01.2018 23:00:00.000,1.25443,1.25483,1.25279,1.25329,1822.83
11.01.2018 00:00:00.000,1.25329,1.25593,1.25327,1.25432,5665.9102
11.01.2018 01:00:00.000,1.25432,1.25493,1.25343,1.25491,6196.1602
11.01.2018 02:00:00.000,1.25491,1.25597,1.25406,1.25438,3896.7
11.01.2018 03:00:00.000,1.25438,1.25579,1.25389,1.25487,5260.8198
11.01.2018 04:00:00.000,1.25487,1.25555,1.25467,1.25484,3525.4299
11.01.2018 05:00:00.000,1.25483,1.25520,1.25399,1.25451,2949.53
11.01.2018 06:00:00.000,1.25455,1.25569,1.25405,1.25555,3711.04
11.01.2018 07:00:00.000,1.25555,1.25657,1.25452,1.25575,6421.4902
11.01.2018 08:00:00.000,1.25574,1.25807,1.25573,1.25745,6886.75
11.01.2018 09:00:00.000,1.25744,1.25900,1.25627,1.25652,6817.71
11.01.2018 10:00:00.000,1.25652,1.25666,1.25450,1.25557,6353.7998
11.01.2018 11:00:00.000,1.25556,1.25811,1.25556,1.25807,5756.3999
11.01.2018 12:00:00.000,1.25806,1.25836,1.25617,1.25722,8044.5298
11.01.2018 13:00:00.000,1.25721,1.25738,1.25342,1.25596,12735.8896
11.01.2018 14:00:00.000,1.25597,1.25671,1.25354,1.25420,11947.9902
11.01.2018 15:00:00.000,1.25418,1.25452,1.25238,1.25338,10676.0098
11.01.2018 16:00:00.000,1.25345,1.25418,1.25248,1.25266,7371.7202
11.01.2018 17:00:00.000,1.25265,1.25368,1.25220,1.25266,5592.1401
11.01.2018 18:00:00.000,1.25266,1.25348,1.25149,1.25249,6709.6299
11.01.2018 19:00:00.000,1.25249,1.25298,1.25174,1.25229,5264.0698
11.01.2018 20:00:00.000,1.25236,1.25301,1.25219,1.25264,3603.3201
11.01.2018 21:00:00.000,1.25264,1.25611,1.25177,1.25178,3962.99
11.01.2018 22:00:00.000,1.25178,1.25229,1.25167,1.25196,1931.91
11.01.2018 23:00:00.000,1.25198,1.25278,1.25193,1.25221,2973.1799
12.01.2018 00:00:00.000,1.25222,1.25240,1.25084,1.25127,4268.9702
12.01.2018 01:00:00.000,1.25128,1.25240,1.25117,1.25220,4476.2002
12.01.2018 02:00:00.000,1.25220,1.25266,1.25161,1.25250,3702.0701
12.01.2018 03:00:00.000,1.25247,1.25305,1.25203,1.25248,3190.9399
12.01.2018 04:00:00.000,1.25248,1.25297,1.25221,1.25283,2747.8601
12.01.2018 05:00:00.000,1.25282,1.25401,1.25256,1.25366,2531.3999
12.01.2018 06:00:00.000,1.25367,1.25406,1.25327,1.25341,2989.9099
12.01.2018 07:00:00.000,1.25344,1.25487,1.25336,1.25471,5916.8501
12.01.2018 08:00:00.000,1.25471,1.25532,1.25240,1.25242,7880.2998
12.01.2018 09:00:00.000,1.25241,1.25280,1.25128,1.25174,8677.2695
12.01.2018 10:00:00.000,1.25173,1.25229,1.25087,1.25157,5618.7402
12.01.2018 11:00:00.000,1.25157,1.25232,1.25105,1.25203,6541.5098
12.01.2018 12:00:00.000,1.25201,1.25315,1.25200,1.25246,7108.1299
12.01.2018 13:00:00.000,1.25245,1.25559,1.25082,1.25418,14291.0195
12.01.2018 14:00:00.000,1.25418,1.25451,1.24992,1.25112,12231.2402
12.01.2018 15:00:00.000,1.25110,1.25153,1.24927,1.25102,12541.0596
12.01.2018 16:00:00.000,1.25103,1.25338,1.25044,1.25184,11127.1201
12.01.2018 17:00:00.000,1.25179,1.25179,1.25050,1.25058,6304.0298
12.01.2018 18:00:00.000,1.25056,1.25059,1.24689,1.24791,7160.5601
12.01.2018 19:00:00.000,1.24790,1.24936,1.24767,1.24848,7719.4302
12.01.2018 20:00:00.000,1.24846,1.24877,1.24697,1.24717,4378.5298
12.01.2018 21:00:00.000,1.24715,1.24739,1.24568,1.24578,4902.1001
12.01.2018 22:00:00.000,1.24578,1.24578,1.24578,1.24578,0
12.01.2018 23:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 00:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 01:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 02:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 03:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 04:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 05:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 06:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 07:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 08:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 09:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 10:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 11:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 12:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 13:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 14:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 15:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 16:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 17:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 18:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 19:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 20:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 21:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 22:00:00.000,1.24578,1.24578,1.24578,1.24578,0
13.01.2018 23:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 00:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 01:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 02:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 03:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 04:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 05:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 06:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 07:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 08:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 09:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 10:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 11:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 12:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 13:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 14:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 15:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 16:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 17:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 18:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 19:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 20:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 21:00:00.000,1.24578,1.24578,1.24578,1.24578,0
14.01.2018 22:00:00.000,1.24671,1.24671,1.24364,1.24439,1236.85
14.01.2018 23:00:00.000,1.24443,1.24627,1.24435,1.24609,2897.6899
15.01.2018 00:00:00.000,1.24609,1.24711,1.24554,1.24655,5205.1499
15.01.2018 01:00:00.000,1.24659,1.24668,1.24429,1.24547,6087.2402
15.01.2018 02:00:00.000,1.24548,1.24591,1.24472,1.24582,4792.75
15.01.2018 03:00:00.000,1.24583,1.24605,1.24500,1.24513,3976.2
15.01.2018 04:00:00.000,1.24514,1.24557,1.24434,1.24474,4336.5801
15.01.2018 05:00:00.000,1.24471,1.24496,1.24374,1.24455,5017.7798
15.01.2018 06:00:00.000,1.24456,1.24547,1.24419,1.24501,6060.8398
15.01.2018 07:00:00.000,1.24498,1.24566,1.24389,1.24449,6681.2002
15.01.2018 08:00:00.000,1.24449,1.24500,1.24311,1.24319,5520.3901
15.01.2018 09:00:00.000,1.24319,1.24327,1.24156,1.24202,7234.9502
15.01.2018 10:00:00.000,1.24203,1.24262,1.24048,1.24219,6490.0298
15.01.2018 11:00:00.000,1.24219,1.24444,1.24158,1.24387,5804.8999
15.01.2018 12:00:00.000,1.24387,1.24466,1.24239,1.24240,6725.77
15.01.2018 13:00:00.000,1.24239,1.24454,1.24205,1.24236,8624.8096
15.01.2018 14:00:00.000,1.24233,1.24402,1.24208,1.24306,8079.1899
15.01.2018 15:00:00.000,1.24306,1.24364,1.24058,1.24071,7139.2798
15.01.2018 16:00:00.000,1.24071,1.24209,1.24023,1.24145,6192.21
15.01.2018 17:00:00.000,1.24145,1.24196,1.24079,1.24127,4095.0801
